name	rating	user_ratings_total	types	address	latitude	longitude
자티고개	3.8	21	"['tourist_attraction', 'park', 'point_of_interest', 'establishment']"	대전 유성구 덕명동 산 27	36.3315394	127.268247
무궁화학습원	4.3	136	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	충남 계룡시 신도안면 용동리 99-1	36.3247222	127.2447222
성북동산림욕장	4	20	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 성북동 산 72-3	36.3153522	127.2775277
동월계곡	4.1	55	"['tourist_attraction', 'point_of_interest', 'establishment']"	충남 공주시 반포면 학봉리 794-57	36.3503263	127.2557262
계룡산국립공원 수통골지구	4.5	3153	"['tourist_attraction', 'park', 'point_of_interest', 'establishment']"	대전 유성구 계산동 산 40	36.3451969	127.2888026
로봇공원	3.6	154	"['tourist_attraction', 'park', 'point_of_interest', 'establishment']"	대전 유성구 구암동 668	36.3593285	127.3071359
두루봉근린공원	4.2	28	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 지족동 881-1	36.3778471	127.3226738
선사공원	4.3	10	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 지족동 881-1	36.3779631	127.3226913
반석어린이공원	4.1	21	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 반석동 655	36.3896282	127.3146917
대전선사박물관	4.2	160	"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 노은동 523	36.3717138	127.3238858
은구비공원	4.7	615	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 지족동 920	36.3740469	127.3241357
벽화마을 (새마을동네)	3.6	39	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 구암동 424-43	36.360348	127.3202317
신성근린공원	4.6	5	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 신성동 206	36.387377	127.3477792
대전 성북동 석조보살입상	4.3	12	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 성북동 산 12-1	36.3143036	127.2937513
대전 칠성당 지석묘군	4.5	12	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 교촌동 7-1	36.3124707	127.3094999
기성관	4	1	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 원내동 213-4	36.2996668	127.3163607
대전 내동리 지석묘	5	3	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 교촌동 11-1	36.3082328	127.3193959
천년근린공원	4.2	68	"['tourist_attraction', 'park', 'point_of_interest', 'establishment']"	대전 유성구 상대동 485	36.3424676	127.3344411
방죽어린이공원	3.3	26	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 구암동 618-1	36.3505499	127.3319134
들말어린이공원	3.3	9	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 봉명동 568-20	36.353356	127.3355067
작은내수변공원	4.3	435	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 봉명동 1057	36.3432682	127.3418225
용반들근린공원	4.1	23	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 봉명동 1024	36.3521054	127.3420235
온천어린이공원	2.6	14	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 봉명동 537-4	36.3561883	127.3443009
은평공원	4.3	341	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 월평동 313	36.3595771	127.3628268
둔산대공원	4.5	272	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 만년동 396	36.367771	127.3886019
엑스포다리	4.5	1247	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 도룡동 604	36.3727149	127.3879907
3·8의거 둔지미공원	4	44	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 둔산동 956	36.3571332	127.3754923
대전엑스포시민광장	4.5	3068	"['tourist_attraction', 'park', 'point_of_interest', 'establishment']"	대전 서구 만년동 396	36.3675634	127.3879898
한국과학기술원 오리연못	4.6	329	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 구성동 23	36.3682076	127.3625946
한빛탑	4.2	1480	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 도룡동 3-1	36.3765465	127.388132
국립중앙과학관	4.5	5020	"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']"	대전 유성구 구성동 32-2	36.3755897	127.3766119
대전시립미술관	4.4	1236	"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']"	대전 서구 만년동 396	36.3667991	127.3857407
화폐박물관	4.3	724	"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 가정동 35	36.3775	127.3705556
지질박물관	4.5	643	"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 가정동 30	36.377519	127.362326
체육공원	4.2	90	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 구성동 410-1	36.3662153	127.3667152
이응노미술관	4.4	549	"['tourist_attraction', 'art_gallery', 'museum', 'point_of_interest', 'establishment']"	대전 서구 만년동 396	36.3668425	127.3870299
갈마공원	4.4	318	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 갈마동 820	36.3563554	127.3731037
대전 엑스포 과학공원	4.1	127	"['tourist_attraction', 'park', 'point_of_interest', 'establishment']"	대전 유성구 도룡동 3-1	36.3777239	127.3863453
엑스포 음악분수	4.6	393	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 도룡동 3-1	36.375602	127.3880346
한밭수목원	4.6	3789	"['tourist_attraction', 'park', 'point_of_interest', 'establishment']"	대전 서구 만년동 396	36.3683723	127.3880555
청사숲	4.6	5	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 둔산동 930	36.3589084	127.3849082
김반의묘	4.8	4	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 전민동 산 18-17	36.4018853	127.3943307
2012년 아름다운 숲 13회 수상지	5	1	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 전민동 464-1	36.3999648	127.40791
상옥체육공원	4.2	159	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 문지동 66	36.3891021	127.4061552
징검다리	5	1	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 전민동 242	36.3995402	127.4121437
대전솔로몬로파크	4.4	416	"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']"	대전 유성구 원촌동 224	36.3778352	127.3999531
숭현서원	4	22	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 원촌동 산 35-1	36.3798254	127.4046556
진잠근린공원	3.9	65	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 유성구 원내동 358	36.294973	127.3205826
사랑의 오작교	3.5	2	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 도안동 2306	36.305899	127.3596016
정림동 갑천변	4.4	280	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 정림동 402	36.3054143	127.3611831
파평윤씨 서윤공파 고택	4	15	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 괴곡동 466	36.2847526	127.3514966
월평공원	4.4	76	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 월평동 산 36-4	36.3325248	127.3612166
변동근린공원	4.1	109	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 도마동 413-3	36.325998	127.3745766
2014년 아름다운 숲 15회 수상지	5	3	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 도마동 산 7	36.3252938	127.3627435
수정재	3.2	15	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 변동 250	36.3295809	127.3709102
보라매공원	4.2	711	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 탄방동 589	36.34819	127.3846028
평화의소녀상	4.6	75	"['tourist_attraction', 'park', 'point_of_interest', 'establishment']"	대전 서구 둔산동 1544-2	36.351462	127.3848368
시애틀공원	4.1	166	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 둔산동 1385	36.35545	127.3942805
도산서원	4.1	81	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 탄방동 220-1	36.3437141	127.3960264
꽃과 나비 벽화	5	1	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 용문동 261-14	36.3357418	127.3936666
어린이공원	3.9	40	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 태평동 368	36.3285645	127.3948458
구 대전형무소 터	3.6	22	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 중촌동 16-11	36.3373306	127.410184
은진송씨 정려각	3.5	10	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 법동 205-5	36.3653832	127.4317367
송애당	3.8	52	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 중리동 115	36.3645777	127.4330144
회덕쌍청당	3.6	14	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 중리동 71-1	36.363689	127.4343476
계족산공원	4.4	116	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 법동 산 2-1	36.3772222	127.4408333
장동산림욕장	4.6	493	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 장동 산 61-2	36.4046565	127.446762
계족산성	4.5	772	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 장동 산 85	36.3947689	127.4536227
견두산성	3.6	17	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 효평동 산 83	36.3921304	127.4591778
장동계족산 농촌체험휴양마을	5	2	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 장동 81-1	36.4148201	127.4471954
효월드	4.2	44	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 안영동 71-1	36.2859869	127.3834148
뿌리공원	4.4	3081	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 침산동 364	36.2854269	127.3880835
사정공원	4.4	508	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 사정동 산 1-31	36.2996407	127.4097128
대전오월드플라워랜드	4.4	924	"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']"	대전 중구 사정동 142	36.292673	127.3960712
오리골약수터	3.7	23	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 서구 정림동 산 44	36.2941304	127.370318
대전오월드	4.2	6773	"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']"	대전 중구 사정동 142	36.2886167	127.3969124
사정골 식물원	3.9	146	"['tourist_attraction', 'park', 'point_of_interest', 'establishment']"	대전 중구 사정동 산 1-31	36.2987519	127.4092407
창계숭절사	4.3	11	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 안영동 567-7	36.2842998	127.3721616
서대전역광장	4.4	5	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 오류동 170-23	36.3225879	127.4044561
대흥공원	3.3	135	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 대흥동 160	36.3255824	127.4284326
대흥동 성당	4.7	206	"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']"	대전 중구 대흥동 189	36.326795	127.4264075
서대전공원	4.2	1369	"['tourist_attraction', 'park', 'point_of_interest', 'establishment']"	대전 중구 문화동 1-40	36.3214324	127.411666
대전중앙시장	4.2	6111	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 원동 51-1	36.3295329	127.4331895
서대전네거리 왕버들	4	1	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 문화동 1-225	36.3219422	127.4117135
양지근린공원	4.4	228	"['tourist_attraction', 'park', 'point_of_interest', 'establishment']"	대전 중구 선화동 362-97	36.324781	127.4159008
대전 충청남도청 구 본관	4.4	14	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 선화동 287-2	36.3268408	127.4199207
대전아쿠아리움	4	2052	"['aquarium', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 대사동 198-14	36.3099586	127.421068
테미공원	4.4	424	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 대흥동 326-54	36.3193608	127.4217667
충남도지사공관	4.4	42	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 대흥동 326-67	36.3206106	127.4232943
대전여중 강당	4	1	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 대흥동 418-1	36.3255268	127.4258217
대전창작센터	4.1	56	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 은행동 161	36.3267765	127.4273373
으능정이 문화의 거리	4.3	95	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 은행동 330	36.3283766	127.4282393
대전스카이로드	4.2	2741	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 은행동 330	36.3282357	127.4283342
목척교	4	827	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 중동 318-2	36.3299152	127.4292657
한밭교육박물관	4.3	115	"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']"	대전 동구 삼성동 113-1	36.3373822	127.4287792
대전역광장	4.1	10	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 정동 1-1	36.3321424	127.4333556
대전역동광장	3.9	510	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 소제동 293-9	36.3325844	127.4360351
대동 하늘공원	4.1	1527	"['tourist_attraction', 'park', 'point_of_interest', 'establishment']"	대전 동구 자양동 20-99	36.3324847	127.4514017
대전대학교박물관	4	24	"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 용운동 96-3	36.3363269	127.4614366
비래사	4.2	90	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 비래동 468	36.373077	127.4509847
Mahesh	4.5	2	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 송촌동 463	36.3652167	127.442319
동춘당공원	4.3	679	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 송촌동 463	36.3656889	127.4417913
삼매당	3	1	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 가양동 11-11	36.3458107	127.4561353
남간정사	4.1	69	"['tourist_attraction', 'park', 'point_of_interest', 'establishment']"	대전 동구 가양동 3	36.3477226	127.4566344
우암사적공원	4.4	832	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 가양동 3	36.3478241	127.4567871
장판각	4.3	3	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 가양동 3	36.3471424	127.4575187
송자대전판	2.5	2	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 가양동 3	36.3471741	127.4575306
대전 비래동 고인돌	3.6	54	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 비래동 419	36.3674943	127.4483184
대동벽화마을	5	5	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 대동 5-60	36.3309072	127.4495727
하늘공원가는길	4	1	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 대동 1-719	36.3313886	127.4509565
고봉산성	3	1	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 비룡동 산 18-1	36.3555238	127.4650116
능성	4.4	31	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 비룡동 산 19-20	36.3451167	127.4657677
옥류각	3.9	15	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 비래동 467	36.3727697	127.4510092
대전 비래사 목조비로자나불좌상	4.1	35	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 비래동 468	36.3729659	127.4510125
1987년 신혼부부 나무심기 식재지	5	2	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 추동 산 32-1	36.3705541	127.4628523
대청호반자연생태공원	4.3	597	"['park', 'tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 추동 328	36.3727738	127.4745761
대청호 2층 데크 뷰	4.7	3	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 추동 산 36-8	36.3732325	127.4756174
황새바위 전망대	4.8	6	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 주산동 287	36.3650686	127.4841137
슬픈연가 드라마 촬영지	4.6	334	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 추동 680	36.3792117	127.4859993
찬샘마을	4.2	154	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 직동 676	36.4179055	127.4797307
효평마루 오대호아트팩토리	4.7	9	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 효평동 265	36.405207	127.4742874
관동묘려	4.1	10	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 마산동 96	36.3859096	127.4968688
이현동 생태습지(억새밭)	4	3	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 이현동 1	36.4162464	127.4694568
대청호두메마을	4.2	39	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 대덕구 이현동 187	36.4146279	127.4666209
대전 보문산 마애여래좌상	4.4	23	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 석교동 산 17-10	36.3042239	127.4311273
보광사	4	5	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 석교동 245-2	36.3074736	127.4371267
봉소루	4	10	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 중구 석교동 61-2	36.3090568	127.4409596
문충사	4	27	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 용운동 356-1	36.3246941	127.460124
갈현성	4	3	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 용운동 9	36.3339432	127.4671231
The Old House Of Song Joongki’s Parents	5	1	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 세천동 240-7	36.3322638	127.491934
개심사	4.2	52	"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']"	대전 동구 판암동 54-1	36.3024193	127.4721235
오동선 벚꽃길	5	1	"['tourist_attraction', 'point_of_interest', 'establishment']"	대전 동구 신상동 282-4	36.3544425	127.4985927
대전방탈출 큐브이스케이프	3.7	71	"['amusement_park', 'point_of_interest', 'establishment']"	대전 서구 둔산동 1101-1	36.3506614	127.3749248
아틀란티스 키즈테마파크 대전점	3.3	13	"['amusement_park', 'point_of_interest', 'establishment']"	대전 유성구 도룡동 4-20	36.3760958	127.3919681
알크래프트드라이빙라운지	4.7	19	"['amusement_park', 'point_of_interest', 'establishment']"	대전 중구 오류동 154-4	36.3221288	127.410482
아쿠아랜드수족관	3.7	9	"['aquarium', 'point_of_interest', 'establishment']"	대전 유성구 지족동 912-11	36.3745468	127.3204694
피쉬갤러리	4.5	60	"['aquarium', 'point_of_interest', 'establishment']"	대전 서구 월평동 1301	36.3533793	127.3561677
기린아쿠아	5	3	"['aquarium', 'point_of_interest', 'establishment']"	대전 유성구 어은동 99	36.3636083	127.3565267
대전 엑스포 아쿠아리움	4.4	314	"['aquarium', 'point_of_interest', 'establishment']"	대전 유성구 도룡동 3-1	36.3749407	127.3807957
KU AQUA	5	1	"['aquarium', 'point_of_interest', 'establishment']"	대전 유성구 도룡동 4-9	36.3763332	127.3947817
대전작은동물원수족관	4.3	63	"['aquarium', 'point_of_interest', 'establishment']"	대전 유성구 원내동 363-6	36.301327	127.322431
아쿠아천수족관	5	3	"['aquarium', 'point_of_interest', 'establishment']"	대전 대덕구 법동 206-7	36.3653133	127.4322404
대산수족관	3	4	"['aquarium', 'point_of_interest', 'establishment']"	대전 중구 산성동 280-3	36.304913	127.3879446
대전수족관	2.8	6	"['aquarium', 'point_of_interest', 'establishment']"	대전 동구 정동 2-14	36.3340536	127.4316265
갤러리 연	3	3	"['art_gallery', 'point_of_interest', 'establishment']"	대전 유성구 지족동 1030	36.3849543	127.3082261
호박꽃갤러리	4.5	2	"['art_gallery', 'point_of_interest', 'establishment']"	대전 유성구 신성동 162-7	36.388687	127.348524
갤러리지에이	4	1	"['art_gallery', 'point_of_interest', 'establishment']"	대전 유성구 용계동 166-11	36.3297022	127.33083
대전엑스포시민광장 아트센터	3.8	5	"['art_gallery', 'point_of_interest', 'establishment']"	대전 서구 만년동 396	36.3679309	127.3877917
여진불교미술관	4	26	"['art_gallery', 'point_of_interest', 'establishment']"	대전 유성구 탑립동 442-1	36.4104606	127.4061824
JJ 아뜨리에	5	2	"['art_gallery', 'point_of_interest', 'establishment']"	대전 서구 괴곡동 293-1	36.2876749	127.3612527
갤러리단추	5	1	"['art_gallery', 'point_of_interest', 'establishment']"	대전 서구 둔산동 2096	36.3493329	127.3970047
정원미술관	5	1	"['art_gallery', 'point_of_interest', 'establishment']"	대전 중구 선화동 354	36.3293956	127.4199918
대전현대갤러리	3.4	21	"['art_gallery', 'point_of_interest', 'establishment']"	대전 중구 대흥동 465-2	36.3253045	127.4234608
갤러리 아트앤아트	5	1	"['art_gallery', 'point_of_interest', 'establishment']"	대전 중구 대흥동 423-5	36.3238088	127.4257711
우연겔러리	3.3	3	"['art_gallery', 'point_of_interest', 'establishment']"	대전 중구 대흥동 187-1	36.3262489	127.4269882
관사16호	4.5	4	"['art_gallery', 'point_of_interest', 'establishment']"	대전 동구 소제동 299-70	36.3367684	127.4367257
관사51호 : 두충나무집	4	1	"['art_gallery', 'point_of_interest', 'establishment']"	대전 동구 삼성동 100-24	36.3362976	127.4352547
나목향갤러리	1	1	"['art_gallery', 'point_of_interest', 'establishment']"	대전 동구 가오동 388-14	36.3056055	127.4515114
신일룡의 호두파이	4.5	2	"['bakery', 'store', 'point_of_interest', 'food', 'establishment']"	대전 유성구 계산동 산 40	36.3458605	127.2905563
소담제빵소	3.7	3	"['bakery', 'store', 'point_of_interest', 'food', 'establishment']"	대전 유성구 계산동 801-3	36.3422468	127.3036304
올리브가든 본점	4.3	81	"['bakery', 'store', 'point_of_interest', 'food', 'establishment']"	대전 유성구 죽동 620-12	36.3806792	127.326224
연선흠베이커리카페	4.3	132	"['bakery', 'store', 'point_of_interest', 'food', 'establishment']"	대전 유성구 지족동 1048-5	36.3785383	127.305351
아도레 (Adorer)	4.6	10	"['bakery', 'store', 'point_of_interest', 'food', 'establishment']"	대전 유성구 지족동 905-3	36.3728113	127.3185066
라프레즈	4.5	2	"['bakery', 'store', 'point_of_interest', 'food', 'establishment']"	대전 유성구 지족동 901-3	36.3751925	127.3184241
LETTHEMEATCAKE	3	1	"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"	대전 유성구 지족동 918-6	36.3741668	127.3214312
시나피 건강빵 연구소	4.9	9	"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"	대전 유성구 지족동 916-7	36.3748285	127.3215156
꾸드뱅	4.3	513	"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"	대전 유성구 지족동 1026-2	36.3867471	127.3087045
대전사라다 지족점	5	1	"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"	대전 유성구 지족동 1023-5	36.3872397	127.3081249
베이크샵 수하	5	2	"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"	대전 유성구 지족동 1095-6	36.3894752	127.3074278
열시삼십오분	5	1	"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"	대전 유성구 반석동 660-8	36.3889624	127.3157438
라프레즈베이커리카페	4.4	80	"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"	대전 유성구 지족동 1091-3	36.3892961	127.3040814
마이쿠키리스트	5	2	"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"	대전 유성구 하기동 528-12	36.3869888	127.3228843
소로소로	4.5	30	"['bakery', 'store', 'point_of_interest', 'food', 'establishment']"	대전 유성구 반석동 650-9	36.3905607	127.3146456
이상화 Bakery & Cafe	4.3	3	"['bakery', 'store', 'point_of_interest', 'food', 'establishment']"	대전 유성구 죽동 733-8	36.374504	127.3376771
콜마르브레드	4.5	18	"['bakery', 'store', 'point_of_interest', 'food', 'establishment']"	대전 유성구 죽동 707-1	36.3694314	127.3379363
파셀 샌드위치 바	5	3	"['bakery', 'store', 'point_of_interest', 'food', 'establishment']"	대전 유성구 죽동 706-5	36.3689209	127.338892
어거스트	5	1	"['bakery', 'store', 'point_of_interest', 'food', 'establishment']"	대전 유성구 하기동 89	36.3876025	127.3353924
파띠세르팡리	5	1	"['bakery', 'store', 'point_of_interest', 'food', 'establishment']"	대전 유성구 장대동 354-9	36.3611598	127.3381903
토우 베이크하우스	4.5	34	"['cafe', 'bakery', 'food', 'store', 'point_of_interest', 'establishment']"	대전 유성구 신성동 126-22	36.3902002	127.3507359
리피피	5	1	"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"	대전 유성구 신성동 210-89	36.3882152	127.3519872
아미띠에	4.5	2	"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"	대전 유성구 교촌동 624-1	36.3045031	127.317392
몰랑몰랑 목원대점	5	2	"['bakery', 'point_of_interest', 'store', 'food', 'establishment']"	대전 유성구 용계동 664-8	36.330274	127.3376649
빵을위한사람들	5	1	"['bakery', 'point_of_interest', 'store', 'food', 'establishment']"	대전 유성구 원신흥동 558-4	36.3325586	127.340584
오드비베이크샵	5	1	"['bakery', 'point_of_interest', 'store', 'food', 'establishment']"	대전 유성구 원신흥동 544-12	36.3366652	127.3395428
빨강벽돌집	4.4	28	"['bakery', 'point_of_interest', 'store', 'food', 'establishment']"	대전 유성구 원내동 77-12	36.3014589	127.3176958
홈플러스익스프레스 봉명점	4.3	70	"['supermarket', 'grocery_or_supermarket', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']"	대전 유성구 봉명동 567-1	36.3549877	127.3362113
3Q 브래드	1	1	"['bakery', 'store', 'food', 'point_of_interest', 'establishment']"	대전 유성구 봉명동 465-12	36.3530437	127.3360495
베이커리하모니	4.8	29	"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"	대전 유성구 상대동 469-3	36.3476343	127.3393165
스마일꽈배기	5	1	"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"	대전 유성구 봉명동 565-2	36.3553159	127.3349361
글로리아제과점	4.4	5	"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"	대전 유성구 봉명동 561-10	36.3552108	127.3365189
빵장수단팥빵	4.8	5	"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"	대전 유성구 봉명동 447-6	36.3538716	127.3398886
써니스브레드	5	1	"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"	대전 유성구 봉명동 444-5	36.3555482	127.3381519
크리베리	4.5	11	"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"	대전 유성구 봉명동 553-2	36.3536039	127.3406953
BREAD COCO	4.7	10	"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"	대전 유성구 상대동 476-8	36.3446245	127.3389061
더 베이커	5	4	"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"	대전 유성구 상대동 478-6	36.3434215	127.3387077
피크베이크샵	4.5	2	"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"	대전 유성구 봉명동 1053-8	36.3434199	127.3406008
든든	5	1	"['bakery', 'point_of_interest', 'store', 'food', 'establishment']"	대전 유성구 봉명동 1042	36.345551	127.344542
씨엘드프랑스	4.3	60	"['bakery', 'point_of_interest', 'store', 'food', 'establishment']"	대전 유성구 원신흥동 491-3	36.3425486	127.3429387
하루팡	4.6	9	"['bakery', 'point_of_interest', 'store', 'food', 'establishment']"	대전 유성구 봉명동 611-1	36.3594089	127.3444815
Harupann	5	1	"['bakery', 'point_of_interest', 'store', 'food', 'establishment']"	대전 유성구 봉명동 611-1	36.3593625	127.3446164
Le-Pain 99-1	4.3	341	"['bakery', 'point_of_interest', 'store', 'food', 'establishment']"	대전 유성구 봉명동 650	36.3579086	127.3472463
